Legislation Number,URL,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Latest Action,Latest Action Date,Number of Related Bills,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill
S. 1342,https://www.congress.gov/bill/116th-congress/senate-bill/1342,116th Congress (2019-2020),Great Lakes Environmental Sensitivity Index Act of 2020,"Peters, Gary C. [Sen.-D-MI]",Democratic,05/07/2019,Became Public Law No: 116-274.,12/31/2020,2,H.R.729,H.R.2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1321,https://www.congress.gov/bill/116th-congress/senate-bill/1321,116th Congress (2019-2020),Defending the Integrity of Voting Systems Act,"Blumenthal, Richard [Sen.-D-CT]",Democratic,05/06/2019,Became Public Law No: 116-179.,10/20/2020,2,S.482,H.R.3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1310,https://www.congress.gov/bill/116th-congress/senate-bill/1310,116th Congress (2019-2020),Organization of American States Legislative Engagement Act of 2020,"Cardin, Benjamin L. [Sen.-D-MD]",Democratic,05/02/2019,Became Public Law No: 116-343.,01/13/2021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1196,https://www.congress.gov/bill/116th-congress/senate-bill/1196,116th Congress (2019-2020),"A bill to designate the facility of the United States Postal Service located at 1715 Linnerud Drive in Sun Prairie, Wisconsin, as the ""Fire Captain Cory Barr Post Office Building"".","Baldwin, Tammy [Sen.-D-WI]",Democratic,04/11/2019,Became Public Law No: 116-66.,10/31/2019,1,H.R.2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1153,https://www.congress.gov/bill/116th-congress/senate-bill/1153,116th Congress (2019-2020),Stop Student Debt Relief Scams Act of 2019,"Baldwin, Tammy [Sen.-D-WI]",Democratic,04/11/2019,Became Public Law No: 116-251.,12/22/2020,1,H.R.2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1130,https://www.congress.gov/bill/116th-congress/senate-bill/1130,116th Congress (2019-2020),Scarlett's Sunshine on Sudden Unexpected Death Act,"Casey, Robert P., Jr. [Sen.-D-PA]",Democratic,04/10/2019,Became Public Law No: 116-273.,12/31/2020,2,H.R.2271,H.R.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1069,https://www.congress.gov/bill/116th-congress/senate-bill/1069,116th Congress (2019-2020),Digital Coast Act,"Baldwin, Tammy [Sen.-D-WI]",Democratic,04/09/2019,Became Public Law No: 116-223.,12/18/2020,2,H.R.729,H.R.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1014,https://www.congress.gov/bill/116th-congress/senate-bill/1014,116th Congress (2019-2020),Route 66 Centennial Commission Act,"Duckworth, Tammy [Sen.-D-IL]",Democratic,04/03/2019,Became Public Law No: 116-256.,12/23/2020,1,H.R.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 998,https://www.congress.gov/bill/116th-congress/senate-bill/998,116th Congress (2019-2020),Supporting and Treating Officers In Crisis Act of 2019,"Hawley, Josh [Sen.-R-MO]",Republican,04/03/2019,Became Public Law No: 116-32.,07/25/2019,2,H.R.2368,H.R.2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 982,https://www.congress.gov/bill/116th-congress/senate-bill/982,116th Congress (2019-2020),Not Invisible Act of 2019,"Cortez Masto, Catherine [Sen.-D-NV]",Democratic,04/02/2019,Became Public Law No: 116-166.,10/10/2020,2,H.R.2438,H.R.2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 979,https://www.congress.gov/bill/116th-congress/senate-bill/979,116th Congress (2019-2020),FACE Act,"Rubio, Marco [Sen.-R-FL]",Republican,04/02/2019,Became Public Law No: 116-272.,12/31/2020,1,H.R.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 945,https://www.congress.gov/bill/116th-congress/senate-bill/945,116th Congress (2019-2020),Holding Foreign Companies Accountable Act,"Kennedy, John [Sen.-R-LA]",Republican,03/28/2019,Became Public Law No: 116-222.,12/18/2020,2,H.R.7000,S.4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 914,https://www.congress.gov/bill/116th-congress/senate-bill/914,116th Congress (2019-2020),Coordinated Ocean Observations and Research Act of 2020,"Wicker, Roger F. [Sen.-R-MS]",Republican,03/27/2019,Became Public Law No: 116-271.,12/31/2020,1,S.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 910,https://www.congress.gov/bill/116th-congress/senate-bill/910,116th Congress (2019-2020),National Sea Grant College Program Amendments Act of 2020,"Wicker, Roger F. [Sen.-R-MS]",Republican,03/27/2019,Became Public Law No: 116-221.,12/18/2020,3,H.R.729,H.R.2405,H.R.2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 900,https://www.congress.gov/bill/116th-congress/senate-bill/900,116th Congress (2019-2020),"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs in Bozeman, Montana, as the ""Travis W. Atkins Department of Veterans Affairs Clinic"".","Daines, Steve [Sen.-R-MT]",Republican,03/27/2019,Became Public Law No: 116-262.,12/30/2020,1,H.R.1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 893,https://www.congress.gov/bill/116th-congress/senate-bill/893,116th Congress (2019-2020),Secure 5G and Beyond Act of 2020,"Cornyn, John [Sen.-R-TX]",Republican,03/27/2019,Became Public Law No: 116-129.,03/23/2020,1,H.R.2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 881,https://www.congress.gov/bill/116th-congress/senate-bill/881,116th Congress (2019-2020),PROSWIFT Act,"Peters, Gary C. [Sen.-D-MI]",Democratic,03/26/2019,Became Public Law No: 116-181.,10/21/2020,1,H.R.5260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 863,https://www.congress.gov/bill/116th-congress/senate-bill/863,116th Congress (2019-2020),"A bill to amend title 38, United States Code, to clarify the grade and pay of podiatrists of the Department of Veterans Affairs.","Cassidy, Bill [Sen.-R-LA]",Republican,03/25/2019,Became Public Law No: 116-12.,04/08/2019,1,H.R.1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 862,https://www.congress.gov/bill/116th-congress/senate-bill/862,116th Congress (2019-2020),Rebuilding Small Businesses After Disasters Act,"Kennedy, John [Sen.-R-LA]",Republican,03/25/2019,Became Public Law No: 116-70.,11/22/2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 832,https://www.congress.gov/bill/116th-congress/senate-bill/832,116th Congress (2019-2020),"A bill to nullify the Supplemental Treaty Between the United States of America and the Confederated Tribes and Bands of Indians of Middle Oregon, concluded on November 15, 1865.","Merkley, Jeff [Sen.-D-OR]",Democratic,03/14/2019,Became Public Law No: 116-175.,10/20/2020,1,H.R.1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 785,https://www.congress.gov/bill/116th-congress/senate-bill/785,116th Congress (2019-2020),Commander John Scott Hannon Veterans Mental Health Care Improvement Act of 2019,"Tester, Jon [Sen.-D-MT]",Democratic,03/13/2019,Became Public Law No: 116-171.,10/17/2020,22,H.R.5024,H.R.5030,H.R.5867,H.R.7888,H.R.8148,H.R.8149,H.R.8107,H.R.8108,H.R.100,H.R.2972,H.R.6612,S.2991,S.3195,S.3210,S.3224,H.R.8144,H.R.8173,H.R.8172,H.R.2898,H.R.4920,S.4657,H.R.8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 760,https://www.congress.gov/bill/116th-congress/senate-bill/760,116th Congress (2019-2020),Support for Veterans in Effective Apprenticeships Act of 2019,"Peters, Gary C. [Sen.-D-MI]",Democratic,03/12/2019,Became Public Law No: 116-134.,03/26/2020,1,H.R.5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 744,https://www.congress.gov/bill/116th-congress/senate-bill/744,116th Congress (2019-2020),Effective Prosecution of Possession of Biological Toxins and Agents Act of 2019,"Grassley, Chuck [Sen.-R-IA]",Republican,03/12/2019,Became Public Law No: 116-31.,07/25/2019,2,H.R.1986,H.R.1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 743,https://www.congress.gov/bill/116th-congress/senate-bill/743,116th Congress (2019-2020),Merrill's Marauders Congressional Gold Medal Act,"Isakson, Johnny [Sen.-R-GA]",Republican,03/12/2019,Became Public Law No: 116-170.,10/17/2020,1,H.R.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 737,https://www.congress.gov/bill/116th-congress/senate-bill/737,116th Congress (2019-2020),Building Blocks of STEM Act,"Rosen, Jacky [Sen.-D-NV]",Democratic,03/11/2019,Became Public Law No: 116-102.,12/24/2019,2,H.R.1665,H.R.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 725,https://www.congress.gov/bill/116th-congress/senate-bill/725,116th Congress (2019-2020),A bill to change the address of the postal facility designated in honor of Captain Humayun Khan.,"Kaine, Tim [Sen.-D-VA]",Democratic,03/07/2019,Became Public Law No: 116-15.,04/16/2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 693,https://www.congress.gov/bill/116th-congress/senate-bill/693,116th Congress (2019-2020),National POW/MIA Flag Act,"Warren, Elizabeth [Sen.-D-MA]",Democratic,03/07/2019,Became Public Law No: 116-67.,11/07/2019,1,H.R.1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 578,https://www.congress.gov/bill/116th-congress/senate-bill/578,116th Congress (2019-2020),ALS Disability Insurance Access Act of 2019,"Whitehouse, Sheldon [Sen.-D-RI]",Democratic,02/27/2019,Became Public Law No: 116-250.,12/22/2020,1,H.R.1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 504,https://www.congress.gov/bill/116th-congress/senate-bill/504,116th Congress (2019-2020),Let Everyone Get Involved in Opportunities for National Service Act,"Sinema, Kyrsten [Sen.-D-AZ]",Democratic,02/14/2019,Became Public Law No: 116-35.,07/30/2019,1,H.R.1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 490,https://www.congress.gov/bill/116th-congress/senate-bill/490,116th Congress (2019-2020),B-47 Ridge Designation Act,"Daines, Steve [Sen.-R-MT]",Republican,02/14/2019,Became Public Law No: 116-167.,10/13/2020,2,H.R.1267,H.R.1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 483,https://www.congress.gov/bill/116th-congress/senate-bill/483,116th Congress (2019-2020),Pesticide Registration Improvement Extension Act of 2018,"Roberts, Pat [Sen.-R-KS]",Republican,02/13/2019,Became Public Law No: 116-8.,03/08/2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 461,https://www.congress.gov/bill/116th-congress/senate-bill/461,116th Congress (2019-2020),HBCU PARTNERS Act,"Scott, Tim [Sen.-R-SC]",Republican,02/12/2019,Became Public Law No: 116-270.,12/31/2020,1,H.R.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 457,https://www.congress.gov/bill/116th-congress/senate-bill/457,116th Congress (2019-2020),President George H.W. Bush and First Spouse Barbara Bush Coin Act,"Cornyn, John [Sen.-R-TX]",Republican,02/12/2019,Became Public Law No: 116-112.,01/27/2020,1,H.R.1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 394,https://www.congress.gov/bill/116th-congress/senate-bill/394,116th Congress (2019-2020),Presidential Transition Enhancement Act of 2019,"Johnson, Ron [Sen.-R-WI]",Republican,02/07/2019,Became Public Law No: 116-121.,03/03/2020,3,H.R.964,S.338,S.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 375,https://www.congress.gov/bill/116th-congress/senate-bill/375,116th Congress (2019-2020),Payment Integrity Information Act of 2019,"Carper, Thomas R. [Sen.-D-DE]",Democratic,02/07/2019,Became Public Law No: 116-117.,03/02/2020,1,H.R.5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
